pid,time,indexfinger.X,indexfinger.Y,indexfinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperarm.X,upperarm.Y,upperarm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexfingerO.X,indexfingerO.Y,indexfingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperarmO.X,upperarmO.Y,upperarmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
7,11.3941,0.3146533516483516,0.9071802197802198,-0.23038329670329669,0.3887223076923077,0.8843648351648352,-0.2289226923076923,0.3061609340659341,0.8833604395604395,-0.23783752747252745,0.16381164835164838,0.8645340659340659,-0.25203192307692307,0.03678538461538461,0.8438285714285714,-0.23102527472527473,-0.017247692307692308,0.9318637362637361,-0.15274181318681315,-0.08703653846153846,0.80815,-0.2046708241758242,0.8765968000000001,0.05383240000000001,0.4095738,0.020163999999999998,0.6360281999999999,0.7613108000000001,0.0551962,0.6852411,0.015908600000000002,-0.1457383,0.5950888000000001,-0.0777099,0.3035817,0.0017219000000000002,-0.0723052,0.0885592,0.0957548,-0.0157201,-0.25997929999999997,-0.240835,-0.089871
7,15.0144,0.012989285714285715,0.8808851648351649,0.2314975824175824,0.028986923076923077,0.8713395604395603,0.12048681318681319,0.04184230769230769,0.8723065934065934,0.03819730769230769,0.06814923076923077,0.849848901098901,-0.10991670329670329,0.030547747252747254,0.8322538461538461,-0.20505434065934064,-0.005882967032967032,0.9353615384615386,-0.17224153846153845,-0.0747260989010989,0.8108412087912087,-0.23512197802197804,-0.08993330000000001,-0.6917955,0.0886418,-0.5333545999999999,0.5483236,0.5296816,0.049486800000000004,-0.052800900000000005,-0.046056400000000004,-0.056476099999999994,-0.2107603,-0.23690300000000003,0.35190720000000003,0.2031426,0.17132260000000002,0.0717711,0.029337099999999998,-0.0367383,-0.2663798,-0.3643935,-0.15432839999999998
8,0.0,0.09097514792899408,0.368977100591716,-0.015766094674556214,0.10668828402366866,0.4756119526627219,-0.0427107100591716,0.09984520710059172,0.5689342603550296,-0.060760591715976336,0.08695597633136094,0.6763751479289941,-0.04387331360946746,0.03385591715976331,0.7710230769230769,-0.010567988165680475,-0.03726165680473372,0.930698224852071,0.039665384615384616,0.2538360946745562,0.7414106508875741,0.03765745562130177,0.0946138,-0.0989346,0.8000385,0.5328520999999999,0.582322,0.46715909999999994,0.3382987,0.5674173,-0.6527050999999999,0.560699,0.3741713,-0.3953625,-0.0130357,0.2889375,-0.0056515,-0.07952730000000001,-0.10690050000000001,0.0188965,-0.3509919,-0.4939853,-0.11874349999999999
8,6.6086,0.4517526627218935,0.8395242603550296,-0.03928727810650888,0.34940331360946747,0.8017426035502959,-0.05248686390532544,0.253968224852071,0.7998047337278108,-0.06470426035502959,0.14872757396449704,0.8290260355029586,-0.05578887573964497,0.012466568047337279,0.7848248520710059,-0.021467988165680477,-0.05884082840236687,0.9294686390532545,0.03388899408284024,0.2538360946745562,0.7414106508875741,0.03765745562130177,0.48693240000000004,0.013669399999999998,-0.1269025,-0.1048758,0.9327158999999999,0.3306509,-0.3935406,0.5095439,-0.5790605,-0.155374,0.6239905,-0.1909529,0.0099831,0.31469509999999995,0.07599199999999999,-0.085118,-0.1235955,0.011334899999999998,-0.3509919,-0.4939853,-0.11874349999999999
8,10.7839,0.06959686390532545,0.8040526627218935,0.3947694674556213,0.08390804733727811,0.8098047337278107,0.28959065088757396,0.09121662721893492,0.8085195266272189,0.18871497041420118,0.06632278106508877,0.8254378698224852,0.0830489349112426,0.010025917159763312,0.7829467455621302,-0.014237633136094675,-0.04559372781065089,0.932344378698225,0.013004733727810651,0.3350220710059172,0.8181852071005917,0.05225615384615384,0.1415336,0.6760297,0.0199457,-0.4418991,0.5166128,0.5476006999999999,0.08071239999999999,0.0550429,-0.5759647,-0.020262099999999998,-0.0400441,-0.1688761,0.051847500000000005,0.07924989999999998,0.1058281,-0.06689780000000001,-0.059207100000000006,0.0385936,-0.035206699999999994,-0.8903131,-0.4526291
9,0.0,0.14243898936170213,0.3801735106382979,-0.010369255319148937,0.1521556914893617,0.4880335106382979,-0.019383829787234044,0.14545143617021278,0.552138829787234,-0.04037473404255319,0.1102605319148936,0.6873148936170212,-0.06483691489361702,0.0619297340425532,0.7759372340425533,-0.034984734042553194,-0.009978776595744681,0.9107505319148937,0.05711069148936171,-0.08580329787234044,0.7845744680851064,-0.010155744680851064,0.19377360000000002,-0.09779310000000001,-0.7120964,-0.27688240000000003,-0.42300600000000005,-0.6576852,0.5194032999999999,0.35044970000000003,-0.3697835,0.5323535,0.3173797,-0.3312321,0.1163613,-0.34475890000000003,-0.0556635,-0.2283236,-0.01526,0.0007506,-0.2099587,-0.2723047,-0.1414665
9,4.199,0.4865910638297873,0.8154297872340426,-0.003450265957446808,0.3820975000000001,0.8368994680851064,-0.020854787234042552,0.3160109042553192,0.8309500000000001,-0.04005558510638298,0.17552856382978724,0.8129101063829788,-0.05680521276595745,0.0579818085106383,0.7862734042553192,-0.03060989361702128,-0.01674803191489362,0.9142563829787235,0.05764787234042554,-0.09343031914893618,0.784454255319149,-0.006363351063829788,-0.14488879999999998,0.06023099999999999,-0.1571493,0.0531125,-0.75771,-0.6502787,-0.0999786,0.6032702,-0.0965391,0.017909,0.5706733,0.06351140000000001,0.060112,-0.2733258,-0.1083883,-0.21052270000000003,-0.0252571,0.001993,-0.20980010000000002,-0.2838571,-0.1332472
9,7.8527,0.07530563829787236,0.8048170212765957,0.36112590425531915,0.07887430851063831,0.8153734042553192,0.2532974468085107,0.08958781914893617,0.8125563829787235,0.18751382978723405,0.08576851063829788,0.8052074468085106,0.04475079787234043,0.03815978723404255,0.7942398936170212,-0.023679734042553195,-0.01439840425531915,0.9194409574468086,0.03346297872340426,-0.09314090425531917,0.7848776595744682,-0.032542021276595744,-0.07202080000000001,-0.6096672,-0.18627,0.46977159999999996,-0.6106661999999999,-0.43835680000000005,0.0222535,-0.063993,-0.1526451,0.0167386,-0.0731284,-0.0160503,-0.0347682,-0.057625,-0.15911470000000003,-0.1849924,-0.026078800000000003,0.0105214,-0.2145345,-0.3523679,-0.1363204
10,0.0,0.09828324324324325,0.3815387027027027,-0.032635135135135135,0.10631367567567565,0.4836914594594594,-0.056208054054054046,0.10976443243243243,0.537774,-0.06426064864864864,0.10371281081081081,0.7093497297297296,-0.07426281081081082,0.04262567567567568,0.8035178378378378,-0.05509551351351351,-0.02402059459459459,0.9084497297297296,0.011814594594594593,-0.10521740540540542,0.7924983783783783,-0.04053518918918919,-0.1463233,0.1191117,0.7261499,0.4129148,0.5026548,0.5847397,-0.5701761,-0.32744359999999995,0.5099878,0.6170876999999999,0.3042414,-0.3146062,0.2575599,0.00018659999999999998,0.1415933,-0.2395859,-0.0391481,0.0180327,-0.1923643,-0.27875559999999994,-0.19411
10,4.2330000000000005,0.46114210810810813,0.9181178378378377,-0.13032275675675675,0.35776605405405404,0.9073978378378379,-0.13241037837837838,0.30117,0.8931724324324324,-0.1408827027027027,0.13235735135135135,0.8657686486486486,-0.12854724324324324,0.026613567567567564,0.8280778378378378,-0.07686043243243242,-0.04123205405405405,0.9202248648648648,-0.009496108108108107,-0.1211930810810811,0.7947102702702702,-0.05013140540540541,0.1059224,-0.11741259999999999,0.0003408,-0.0164358,0.7926173000000001,0.5861758,0.2755062,-0.6031908,0.2206856,-0.13251570000000001,0.6647826,-0.0518053,0.26374580000000003,-0.031103700000000005,0.0710043,-0.18205970000000002,-0.0503173,0.0042201999999999995,-0.1837146,-0.2965428,-0.16854170000000002
10,7.074,0.032686270270270275,0.9122,0.329035027027027,0.04414162162162162,0.9031308108108107,0.2270241081081081,0.0565594054054054,0.8947448648648647,0.16970454054054052,0.053651351351351344,0.8697648648648648,-0.0019059999999999997,0.007952864864864864,0.8290416216216216,-0.07224945945945944,-0.04091724324324324,0.9281708108108108,-0.03947356756756757,-0.12200686486486485,0.7926205405405405,-0.08872216216216215,-0.0173571,0.6323833000000001,-0.10947280000000001,-0.5500658,0.5526380999999999,0.4886398,0.021159900000000002,0.08672010000000001,0.16118470000000001,-0.0359504,-0.0496002,-0.0126387,0.1685569,0.23377689999999998,0.05382000000000001,-0.1321135,-0.0192151,0.007379000000000001,-0.1675968,-0.3981932,-0.17912979999999998
11,0.0,0.1538123463687151,0.40663754189944135,-0.02778368715083799,0.1531467597765363,0.5129353631284916,-0.04342709497206704,0.14717932960893856,0.5977720670391062,-0.05665402234636871,0.12792022346368714,0.7066519553072625,-0.07554027932960894,0.06986787709497207,0.797172067039106,-0.0773403910614525,0.004446256983240224,0.9285977653631285,-0.015408882681564246,-0.06332413407821229,0.802736312849162,-0.0654513966480447,0.39321609999999996,-0.3497962,-0.5044639,0.07636010000000001,0.20525749999999998,0.757274,0.6671736,0.2318904,-0.1713019,0.5726375,0.23976950000000002,-0.3394966,-0.0864342,0.1951839,0.0889138,0.17300929999999998,0.040725199999999996,0.0305822,0.1521764,0.2710676,0.1364376
11,4.897,0.4856958659217877,0.8742122905027933,-0.19656251396648045,0.38247491620111723,0.8590737430167598,-0.17023340782122903,0.29822530726256985,0.8649597765363128,-0.1578295530726257,0.18539603351955308,0.8627307262569831,-0.13571379888268156,0.0628817877094972,0.8180463687150838,-0.08443050279329609,-0.0026297206703910616,0.9390670391061453,-0.02306860335195531,-0.07287195530726258,0.8047798882681564,-0.05686569832402235,-0.1127972,0.2348536,0.0919538,0.055010199999999995,0.673967,0.6997303,0.046679000000000005,0.7615304,-0.0767544,0.0643262,0.6990149,-0.0147976,-0.056511900000000004,0.2629437,0.1918995,0.1259952,0.046704,0.026529700000000003,0.14759529999999998,0.30675790000000003,0.1065418
11,8.894,0.06338558659217876,0.8721363128491619,0.3085905027932961,0.07750407821229048,0.8492804469273744,0.20277396648044696,0.08380240223463686,0.8542731843575418,0.11942798882681564,0.08514530726256984,0.84996312849162,0.004134301675977653,0.04784547486033519,0.8164770949720671,-0.07988608938547487,0.00639877094972067,0.9371988826815643,-0.03976430167597766,-0.06437999999999999,0.8068530726256983,-0.07775581005586592,0.12192449999999999,0.6670319,-0.037276800000000006,-0.5769998000000001,0.5841999,0.4371862,0.0884153,-0.0021418,0.0679981,0.045337300000000004,-0.09737430000000001,0.0751328,-0.0218248,-0.0069548000000000006,0.1984298,0.1389224,0.0092476,0.0292628,0.1726604,0.3199883,0.1386449
12,0.0,0.1382892105263158,0.3806123157894737,-0.021108684210526314,0.13628726315789474,0.4863957368421053,-0.041626736842105265,0.12902478947368423,0.57176,-0.05501442105263158,0.11272131578947368,0.700838947368421,-0.07865852631578948,0.05190615789473684,0.791952105263158,-0.060623263157894736,-0.007573736842105264,0.9283826315789474,0.007857736842105263,-0.08471915789473686,0.8002168421052632,-0.04462326315789474,0.1449197,-0.08569969999999999,-0.6634566,-0.3775344,-0.4742477,-0.6117729000000001,0.5902265999999999,0.2880871,-0.3505242,0.5646166,0.3122499,-0.38484440000000003,-0.09739110000000001,0.19926010000000002,0.11263379999999999,0.20341489999999998,0.059051400000000004,-0.015422499999999999,0.15630529999999998,0.2310526,0.1344253
12,4.331,0.49119089473684213,0.8786705263157896,-0.06541252631578948,0.3839053684210526,0.8666842105263158,-0.07418831578947369,0.29866442105263163,0.855598947368421,-0.0913791052631579,0.16837242105263156,0.8405342105263158,-0.10465689473684212,0.04689742105263158,0.8090773684210527,-0.06612557894736842,-0.01481478947368421,0.9349757894736842,-0.003403526315789474,-0.09310968421052632,0.7985526315789474,-0.04318205263157895,-0.1341741,0.07972639999999999,0.029463299999999998,0.016037100000000002,-0.7967208,-0.5909913,-0.1344225,0.6129187,-0.17171960000000003,-0.1437003,0.6022366,-0.1590322,-0.061452,0.1996317,0.18525170000000002,0.1697517,0.059654700000000005,-0.026341700000000003,0.1634556,0.2479507,0.1060987
12,7.296,0.050958263157894736,0.8931347368421054,0.35736026315789476,0.05350815789473684,0.8752173684210527,0.2505087894736842,0.06842789473684212,0.8627563157894736,0.1653836315789474,0.0876217894736842,0.8384800000000001,0.03469642105263158,0.03802831578947369,0.8080757894736843,-0.05430868421052632,-0.0025961578947368423,0.9355210526315791,-0.023800894736842104,-0.09060642105263159,0.803901052631579,-0.06501294736842106,-0.1941807,-0.6200844,-0.12986660000000003,0.3841341,-0.7038744,-0.3536573,0.0022862,-0.10761889999999999,-0.1745415,0.007423000000000001,-0.1275116,-0.1453908,-0.013238999999999999,-0.14862820000000002,0.1772041,0.1654628,0.08574939999999999,-0.022250400000000004,0.19412120000000002,0.2991934,0.1456166
13,0.0,0.13614651428571428,0.38828080000000004,0.011310342857142856,0.1352458857142857,0.5023565714285715,0.012060285714285714,0.12498382857142858,0.5872140571428571,0.003222914285714286,0.10476914285714287,0.6902634285714286,-0.018467257142857147,0.04333377142857143,0.7963525714285715,-0.01354262857142857,-0.016240514285714287,0.9383485714285714,0.041318742857142855,-0.07947137142857143,0.7949565714285713,-0.012527828571428572,-0.4473573,0.3611553,0.5242332000000001,0.0683568,0.11531960000000001,0.7983204,-0.6527748999999999,-0.207335,0.10050039999999999,0.5711599,0.29095959999999993,-0.3151386,0.06513780000000001,-0.0406421,-0.0674573,-0.1375404,-0.047733,-0.0427156,0.10742650000000001,0.25386770000000003,0.1149903
13,2.91,0.4845178857142857,0.8792394285714286,-0.03700165714285714,0.3671930857142857,0.8821554285714285,-0.049163371428571426,0.2800798857142857,0.8739554285714285,-0.05309085714285715,0.17350628571428572,0.8529411428571427,-0.05380125714285714,0.039675085714285706,0.8121468571428572,-0.020807885714285716,-0.02740331428571429,0.944246857142857,0.03683245714285714,-0.08482400000000001,0.7909702857142857,-0.012314342857142857,-0.0491204,-0.0691112,-0.0730056,0.006343199999999999,0.6270233000000001,0.7639093000000001,0.0225154,-0.7230479999999999,-0.0006865,-0.1929895,0.6254637,-0.127309,0.0673363,-0.1340286,-0.15337779999999998,-0.1036325,-0.0460116,-0.04282419999999999,0.09925360000000001,0.2663012,0.0831209
13,5.8976,0.04813834285714286,0.9219125714285713,0.3954310285714286,0.060715542857142854,0.8925074285714285,0.28637777142857146,0.06998639999999999,0.8762188571428571,0.2008694285714286,0.07713234285714286,0.8443874285714286,0.09665348571428571,0.03510445714285714,0.8073342857142858,-0.0102776,-0.013638342857142856,0.9462039999999999,0.016581428571428573,-0.07532194285714286,0.7935737142857143,-0.03684314285714286,-0.1920166,-0.6762175,0.0491502,-0.5341473000000001,0.6199805,0.42800790000000005,0.05908340000000001,0.020259299999999997,0.11467839999999999,-0.0823846,-0.1344911,-0.3137627,0.037078,0.1450793,-0.1424172,-0.0901956,-0.0363417,-0.03429,0.1244258,0.37602929999999996,0.1020262
